CIK,Ticker,Company Name,Sector,Year,filingDate,form,AI Washing Index_flash1_5,AI Washing Index_flash2_5,AI Washing Index_gpt4o,Disclosure Sentiment_flash1_5,Disclosure Sentiment_flash2_5,Disclosure Sentiment_gpt4o,Forward-Looking_flash1_5,Forward-Looking_flash2_5,Forward-Looking_gpt4o,Key AI Terms_flash1_5,Key AI Terms_flash2_5,Key AI Terms_gpt4o,Overall Summary_flash1_5,Overall Summary_flash2_5,Overall Summary_gpt4o,Risk - External Threats_flash1_5,Risk - External Threats_flash2_5,Risk - External Threats_gpt4o,Risk - Non-Adoption_flash1_5,Risk - Non-Adoption_flash2_5,Risk - Non-Adoption_gpt4o,Risk - Own Adoption_flash1_5,Risk - Own Adoption_flash2_5,Risk - Own Adoption_gpt4o,Strategic Depth_flash1_5,Strategic Depth_flash2_5,Strategic Depth_gpt4o,Talent & Investment_flash1_5,Talent & Investment_flash2_5,Talent & Investment_gpt4o
0000006845,APOG,"APOGEE ENTERPRISES, INC.",Industrials,2022,2023-04-21,10-K,E,E,E,E,E,C,D,D,D,,,,"Apogee Enterprises shows no explicit mention of AI strategy or adoption in its 10-K filing.  The company focuses on operational efficiency and risk mitigation within its traditional business segments, with no discernible AI-related initiatives or investments.","APOGEE ENTERPRISES, INC.'s 10-K filing contains no explicit mentions of Artificial Intelligence, machine learning, or related advanced technologies. The company's disclosures focus on traditional business operations, market risks, and IT system management, indicating a current lack of strategic engagement or public disclosure regarding AI.","Apogee Enterprises, Inc. demonstrates a cautious approach towards AI, with limited explicit references to AI strategies or investments, indicating a need for further development in this area.",C,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0000006845,APOG,"APOGEE ENTERPRISES, INC.",Industrials,2023,2024-04-26,10-K,E,E,E,E,E,E,D,D,D,,,,"Apogee Enterprises shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on operational risks related to supply chain, cybersecurity, and talent acquisition, but there is no mention of AI-specific initiatives or risks.","Based on the provided excerpts from its 10-K filing, APOGEE ENTERPRISES, INC. does not disclose any engagement with Artificial Intelligence, either in its strategic plans, operational discussions, or risk factors. This suggests a current lack of explicit AI integration or consideration in its public disclosures.","The company demonstrates a cautious approach towards AI, with no explicit mention of AI strategies or investments, indicating a potential lack of focus on AI integration in their operations.",B,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0000006955,EPAC,ENERPAC TOOL GROUP CORP,Industrials,2020,2020-10-26,10-K,E,E,E,C,E,E,D,D,D,,,,"Enerpac Tool Group Corp. shows no explicit AI strategy or adoption in its 10-K filing.  While there's mention of general technological advancements and R&D, no specific AI initiatives, investments, or risks related to AI are discussed.","Enerpac Tool Group Corp.'s 10-K filing indicates no explicit engagement with Artificial Intelligence in its strategic plans, product development, or talent focus. The company's disclosures are devoid of specific AI terminology, suggesting a traditional industrial focus with general mentions of technological competition and cybersecurity risks.","Enerpac Tool Group Corp demonstrates a cautious approach towards AI, with limited explicit references to AI strategies or investments, indicating a need for further development in this area.",C,B,C,C,B,C,C,C,C,E,E,E,D,D,D
0000006955,EPAC,ENERPAC TOOL GROUP CORP,Industrials,2021,2021-10-25,10-K,E,E,E,E,E,C,D,D,D,,,,"Enerpac Tool Group Corp. shows no explicit AI strategy or adoption in its 10-K filing.  While there's mention of general technological advancements and R&D, no specific AI initiatives, investments, or risks related to AI are discussed.","Enerpac Tool Group Corp.'s 10-K filing, based on the provided excerpts, shows no explicit or implicit engagement with Artificial Intelligence in its strategy, operations, product development, or risk disclosures. The company's focus remains on traditional industrial tools, services, and general R&D, indicating a current lack of AI preparedness or strategic consideration within its public disclosures.","Enerpac Tool Group Corp demonstrates a cautious approach towards AI, with limited explicit references to AI strategies or investments, indicating a need for further development in this area.",C,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0000006955,EPAC,ENERPAC TOOL GROUP CORP,Industrials,2022,2022-10-25,10-K,E,E,E,C,E,C,D,D,D,,,,"Enerpac Tool Group Corp. shows no explicit AI strategy or adoption in its 10-K filing.  However, the company demonstrates a strong focus on operational efficiency improvements through its ASCEND transformation program and invests significantly in talent development, suggesting a potential future interest in AI-related technologies.","Enerpac Tool Group Corp.'s 10-K filing indicates a complete absence of explicit mentions of Artificial Intelligence or related advanced technologies in its business strategy, operations, or risk disclosures. The company's focus remains on traditional industrial tools, services, and operational efficiency, with only a general acknowledgment of competitive risks from 'new technologies' without specifying AI.","Enerpac Tool Group Corp. demonstrates a cautious approach towards AI, with limited explicit references to AI strategies or investments, indicating a need for further development in this area.",C,C,C,C,B,C,C,C,C,E,E,E,B,D,D
0000006955,EPAC,ENERPAC TOOL GROUP CORP,Industrials,2023,2023-10-20,10-K,E,E,E,C,E,E,D,D,D,,,,"Enerpac Tool Group Corp. shows no explicit AI strategy or adoption in its 10-K filing.  However, the company's focus on operational efficiency, including Lean methodologies and the ASCEND transformation program, suggests a potential future interest in AI-driven improvements, though this is not explicitly stated.","Enerpac Tool Group Corp. does not explicitly mention Artificial Intelligence or related advanced technologies in its strategic plans, operations, or risk factors. Its disclosures are focused on traditional operational efficiencies, digital ecosystem expansion, and general technological innovation, without specific reference to AI.","Enerpac Tool Group Corp demonstrates a cautious approach towards AI, with limited explicit references to AI strategies or investments, indicating a need for further development in this area.",C,B,C,C,B,C,C,C,C,E,E,E,D,D,D
0000007084,ADM,Archer-Daniels-Midland Co,Consumer Staples,2020,2021-02-18,10-K,E,E,E,C,E,C,D,D,D,,,,"Archer Daniels Midland (ADM) shows no explicit AI strategy or adoption in its 10-K filing.  However, its significant investments in IT infrastructure modernization and data analytics, coupled with a focus on operational efficiency, suggest a potential future interest in AI, though this is not explicitly stated.","Archer-Daniels-Midland Co's disclosures do not explicitly mention Artificial Intelligence, machine learning, or related advanced technologies. The company discusses general technological advances, IT systems, and data security, but AI is not highlighted as a strategic focus, a specific risk from its own adoption, or an area of dedicated investment or talent acquisition.","Archer-Daniels-Midland Co demonstrates a cautious approach towards AI integration, with limited explicit strategies or discussions on AI adoption, while acknowledging the importance of technology in enhancing operational efficiencies.",B,C,C,B,B,C,C,C,C,E,E,E,C,D,D
0000007084,ADM,Archer-Daniels-Midland Co,Consumer Staples,2021,2022-02-17,10-K,E,E,C,C,A,C,D,B,D,,"technology, analytics, automation, digital technology",,"Archer Daniels Midland (ADM) shows a limited but present focus on technology and digital transformation within its operations, particularly in enhancing efficiency and customer experience.  However, there is no explicit mention of AI strategy or specific AI initiatives, suggesting a nascent stage of AI adoption.","Archer-Daniels-Midland Co acknowledges the importance of technology, analytics, and automation for operational efficiency and customer experience within its strategic transformation. However, the company's disclosures lack explicit mentions of Artificial Intelligence, machine learning, or specific AI-related initiatives, indicating a general technological focus rather than a defined AI strategy.","Archer-Daniels-Midland Co demonstrates a cautious approach towards AI integration, with some strategic initiatives but limited explicit discussion on AI-related risks and future plans.",B,B,C,B,B,C,C,C,C,C,C,B,C,D,D
0000007084,ADM,Archer-Daniels-Midland Co,Consumer Staples,2022,2023-02-14,10-K,E,E,C,C,B,C,D,B,B,,,,"Archer Daniels Midland (ADM) shows a limited explicit focus on AI in its 10-K filing.  While there's mention of technology investments and digital transformation,  no specific AI strategies or initiatives are detailed, and the overall sentiment is neutral, focusing primarily on operational efficiency and sustainability.","Archer-Daniels-Midland Co does not explicitly mention Artificial Intelligence in its disclosures. However, it indicates a strategic focus on increasing the use of technology, analytics, and automation, and expanding digital capabilities, suggesting an emerging engagement with AI-adjacent technologies. The company acknowledges general cybersecurity risks that could implicitly involve AI threats but does not discuss risks specific to its own AI adoption or explicitly address the competitive threat of not adopting AI.","Archer-Daniels-Midland Co demonstrates a cautious approach towards AI integration, with some strategic initiatives but limited explicit discussion on AI-related risks and future plans.",B,B,C,B,B,C,C,C,C,E,C,B,C,D,C
0000007084,ADM,Archer-Daniels-Midland Co,Consumer Staples,2023,2024-11-18,10-K,E,E,C,D,E,D,D,D,B,"Generative AI, data analytics, artificial intelligence, machine learning, technology","Generative AI, AI",generative AI,"Archer Daniels Midland (ADM) shows a cautious approach to AI, primarily focusing on mitigating risks associated with its adoption and the broader technological landscape.  While there's mention of leveraging technology and data analytics for efficiency improvements, concrete AI strategies or investments remain largely absent.","Archer-Daniels-Midland Co primarily addresses AI, specifically Generative AI, within its risk factors, highlighting potential threats like data privacy vulnerabilities and competitive disadvantages. While acknowledging the broader impact of AI, the company does not explicitly detail its own strategic AI adoption, future plans, or dedicated investments in AI talent or technology, framing its engagement more as risk mitigation.","Archer-Daniels-Midland Co demonstrates a cautious approach towards AI, with some strategic initiatives and risk considerations, but lacks a clear, detailed commitment to AI integration in its core operations.",B,A,C,B,A,C,A,A,B,D,D,C,C,D,D
